cortellis_condition,icd9,icd9_category,icd9_sub_chapter,icd9_chapter,malignant_not_specified
salpingitis,381,Nonsuppurative otitis media and Eustachian tube disorders,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
otitis media,382,Suppurative and unspecified otitis media,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
otitis,382,Suppurative and unspecified otitis media,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
mastoiditis,383,Mastoiditis and related conditions,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
ear disease,385,Other disorders of middle ear and mastoid,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
middle ear disease,385,Other disorders of middle ear and mastoid,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
cholesteatoma,385,Other disorders of middle ear and mastoid,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
vertigo,386,Vertiginous syndromes and other disorders of vestibular system,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
meniere disease,386,Vertiginous syndromes and other disorders of vestibular system,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
labyrinthitis,386,Vertiginous syndromes and other disorders of vestibular system,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
vestibulocochlear nerve disorder,386,Vertiginous syndromes and other disorders of vestibular system,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
otosclerosis,387,Otosclerosis,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
tinnitus,388,Other disorders of ear,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
inner ear disease,388,Other disorders of ear,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
deafness,388,Other disorders of ear,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
hearing disorder,389,Hearing loss,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
hearing loss,389,Hearing loss,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
sensorineural hearing loss,389,Hearing loss,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
noise induced hearing loss,389,Hearing loss,Diseases Of The Ear And Mastoid Process,Diseases Of The Nervous System And Sense Organs,0
chorea,392,Rheumatic chorea,Acute Rheumatic Fever,Diseases Of The Circulatory System,0
heart valve disease,394,Diseases of mitral valve,Chronic Rheumatic Heart Disease,Diseases Of The Circulatory System,0
aortic valve disease,395,Diseases of aortic valve,Chronic Rheumatic Heart Disease,Diseases Of The Circulatory System,0
aortic stenosis,396,Diseases of mitral and aortic valves,Chronic Rheumatic Heart Disease,Diseases Of The Circulatory System,0
acute decompensated heart failure,398,Other rheumatic heart disease,Chronic Rheumatic Heart Disease,Diseases Of The Circulatory System,0
hypertension,401,Essential hypertension,Hypertensive Disease,Diseases Of The Circulatory System,0
essential hypertension,401,Essential hypertension,Hypertensive Disease,Diseases Of The Circulatory System,0
arterial hypertension,401,Essential hypertension,Hypertensive Disease,Diseases Of The Circulatory System,0
resistant hypertension,401,Essential hypertension,Hypertensive Disease,Diseases Of The Circulatory System,0
renovascular hypertension,405,Secondary hypertension,Hypertensive Disease,Diseases Of The Circulatory System,0
ischemic heart disease,410,Acute myocardial infarction,Ischemic Heart Disease,Diseases Of The Circulatory System,0
myocardial infarction,410,Acute myocardial infarction,Ischemic Heart Disease,Diseases Of The Circulatory System,0
infarction,410,Acute myocardial infarction,Ischemic Heart Disease,Diseases Of The Circulatory System,0
unstable angina,411,Other acute and subacute forms of ischemic heart disease,Ischemic Heart Disease,Diseases Of The Circulatory System,0
coronary thrombosis,411,Other acute and subacute forms of ischemic heart disease,Ischemic Heart Disease,Diseases Of The Circulatory System,0
occlusive coronary artery disease,411,Other acute and subacute forms of ischemic heart disease,Ischemic Heart Disease,Diseases Of The Circulatory System,0
acute coronary syndrome,411,Other acute and subacute forms of ischemic heart disease,Ischemic Heart Disease,Diseases Of The Circulatory System,0
angina,413,Angina pectoris,Ischemic Heart Disease,Diseases Of The Circulatory System,0
variant angina pectoris,413,Angina pectoris,Ischemic Heart Disease,Diseases Of The Circulatory System,0
coronary artery disease,414,Other forms of chronic ischemic heart disease,Ischemic Heart Disease,Diseases Of The Circulatory System,0
coronary atherosclerosis,414,Other forms of chronic ischemic heart disease,Ischemic Heart Disease,Diseases Of The Circulatory System,0
embolism,415,Acute pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,0
lung embolism,415,Acute pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,0
pulmonary heart disease,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,0
pulmonary hypertension,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,0
pulmonary artery hypertension,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,0
lung disease pulmonary hypertension,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,0
chronic thromboembolic pulmonary hypertension,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,0
idiopathic pulmonary arterial hypertension,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,0
secondary pulmonary arterial hypertension,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,0
pericarditis,420,Acute pericarditis,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
bacterial endocarditis,421,Acute and subacute endocarditis,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
infectious endocarditis,421,Acute and subacute endocarditis,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
myocarditis,422,Acute myocarditis,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
myocardial disease,425,Cardiomyopathy,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
hypertrophic cardiomyopathy,425,Cardiomyopathy,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
chagas cardiomyopathy,425,Cardiomyopathy,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
lipotoxic cardiomyopathy,425,Cardiomyopathy,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
dilated cardiomyopathy,425,Cardiomyopathy,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
long qt syndrome,426,Conduction disorders,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
atrioventricular block,426,Conduction disorders,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
heart arrhythmia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
bradycardia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
atrial fibrillation,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
atrial flutter,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
ventricular tachycardia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
ventricular fibrillation,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
cardiac arrest,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
ventricular arrhythmia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
paroxysmal supraventricular tachycardia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
cardiac failure,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
congestive heart failure,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
cardiac edema,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
cardiac surgical procedure,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
diastolic heart failure,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
systolic heart failure,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
left heart disease pulmonary hypertension,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
cardiovascular disease,429,Ill-defined descriptions and complications of heart disease,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
arteriosclerosis,429,Ill-defined descriptions and complications of heart disease,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
heart disease,429,Ill-defined descriptions and complications of heart disease,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
cardiac hypertrophy,429,Ill-defined descriptions and complications of heart disease,Other Forms Of Heart Disease,Diseases Of The Circulatory System,0
brain hemorrhage,431,Intracerebral hemorrhage,Cerebrovascular Disease,Diseases Of The Circulatory System,0
cerebral hemorrhage,431,Intracerebral hemorrhage,Cerebrovascular Disease,Diseases Of The Circulatory System,0
intracranial hemorrhage,432,Other and unspecified intracranial hemorrhage,Cerebrovascular Disease,Diseases Of The Circulatory System,0
carotid stenosis,433,Occlusion and stenosis of precerebral arteries,Cerebrovascular Disease,Diseases Of The Circulatory System,0
cerebral infarction,434,Occlusion of cerebral arteries,Cerebrovascular Disease,Diseases Of The Circulatory System,0
brain infarction,434,Occlusion of cerebral arteries,Cerebrovascular Disease,Diseases Of The Circulatory System,0
ischemic stroke,434,Occlusion of cerebral arteries,Cerebrovascular Disease,Diseases Of The Circulatory System,0
ischemia,435,Transient cerebral ischemia,Cerebrovascular Disease,Diseases Of The Circulatory System,0
brain ischemia,435,Transient cerebral ischemia,Cerebrovascular Disease,Diseases Of The Circulatory System,0
intracranial vasospasm,435,Transient cerebral ischemia,Cerebrovascular Disease,Diseases Of The Circulatory System,0
vasospasm,435,Transient cerebral ischemia,Cerebrovascular Disease,Diseases Of The Circulatory System,0
cerebrovascular ischemia,435,Transient cerebral ischemia,Cerebrovascular Disease,Diseases Of The Circulatory System,0
cerebrovascular disease,436,"Acute, but ill-defined, cerebrovascular disease",Cerebrovascular Disease,Diseases Of The Circulatory System,0
aneurysm,437,Other and ill-defined cerebrovascular disease,Cerebrovascular Disease,Diseases Of The Circulatory System,0
atherosclerosis,440,Atherosclerosis,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,0
restenosis,440,Atherosclerosis,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,0
aortic aneurysm,441,Aortic aneurysm and dissection,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,0
abdominal aortic aneurysm,441,Aortic aneurysm and dissection,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,0
peripheral vascular disease,443,Other peripheral vascular disease,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,0
raynauds disease,443,Other peripheral vascular disease,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,0
artery disease,443,Other peripheral vascular disease,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,0
