cortellis_condition,icd9,icd9_category,icd9_sub_chapter,icd9_chapter,malignant_not_specified
variant angina pectoris,413,Angina pectoris,Ischemic Heart Disease,Diseases Of The Circulatory System,
coronary vasospasm,413,Angina pectoris,Ischemic Heart Disease,Diseases Of The Circulatory System,
coronary artery disease,414,Other forms of chronic ischemic heart disease,Ischemic Heart Disease,Diseases Of The Circulatory System,
coronary atherosclerosis,414,Other forms of chronic ischemic heart disease,Ischemic Heart Disease,Diseases Of The Circulatory System,
myocardial stunning,414,Other forms of chronic ischemic heart disease,Ischemic Heart Disease,Diseases Of The Circulatory System,
coronary arteriosclerosis,414,Other forms of chronic ischemic heart disease,Ischemic Heart Disease,Diseases Of The Circulatory System,
coronary aneurysm,414,Other forms of chronic ischemic heart disease,Ischemic Heart Disease,Diseases Of The Circulatory System,
embolism,415,Acute pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,
lung embolism,415,Acute pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,
cor pulmonale,415,Acute pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,
pulmonary heart disease,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,
pulmonary hypertension,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,
pulmonary artery hypertension,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,
lung disease pulmonary hypertension,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,
chronic thromboembolic pulmonary hypertension,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,
idiopathic pulmonary arterial hypertension,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,
secondary pulmonary arterial hypertension,416,Chronic pulmonary heart disease,Diseases Of Pulmonary Circulation,Diseases Of The Circulatory System,
pericarditis,420,Acute pericarditis,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
bacterial endocarditis,421,Acute and subacute endocarditis,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
infectious endocarditis,421,Acute and subacute endocarditis,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
myocarditis,422,Acute myocarditis,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
pericardial disease,423,Other diseases of pericardium,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
endocarditis,424,Other diseases of endocardium,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
aortic valve stenosis,424,Other diseases of endocardium,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
pulmonary valve disease,424,Other diseases of endocardium,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
mitral valve insufficiency,424,Other diseases of endocardium,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
mitral valve disease,424,Other diseases of endocardium,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
aortic disease,424,Other diseases of endocardium,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
hypertrophic cardiomyopathy,425,Cardiomyopathy,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
lipotoxic cardiomyopathy,425,Cardiomyopathy,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
dilated cardiomyopathy,425,Cardiomyopathy,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
diabetic cardiomyopathy,425,Cardiomyopathy,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
congestive cardiomyopathy,425,Cardiomyopathy,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
long qt syndrome,426,Conduction disorders,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
atrioventricular block,426,Conduction disorders,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
wolff-parkinson-white syndrome,426,Conduction disorders,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
sinoatrial block,426,Conduction disorders,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
inherited long qt syndrome,426,Conduction disorders,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
heart block,426,Conduction disorders,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
bundle-branch block,426,Conduction disorders,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
heart arrhythmia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
bradycardia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
atrial fibrillation,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
atrial flutter,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
ventricular tachycardia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
ventricular fibrillation,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
cardiac arrest,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
ventricular arrhythmia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
paroxysmal supraventricular tachycardia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
supraventricular tachycardia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
sudden cardiac death,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
sick sinus syndrome,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
paroxysmal ventricular tachycardia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
paroxysmal tachycardia,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
extrasystole,427,Cardiac dysrhythmias,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
acute decompensated heart failure,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
cardiac failure,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
congestive heart failure,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
cardiac edema,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
diastolic heart failure,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
systolic heart failure,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
left heart disease pulmonary hypertension,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
systolic dysfunction,428,Heart failure,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
myocardial disease,429,Ill-defined descriptions and complications of heart disease,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
cardiac surgical procedure,429,Ill-defined descriptions and complications of heart disease,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
cardiovascular disease,429,Ill-defined descriptions and complications of heart disease,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
heart disease,429,Ill-defined descriptions and complications of heart disease,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
cardiac hypertrophy,429,Ill-defined descriptions and complications of heart disease,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
carditis,429,Ill-defined descriptions and complications of heart disease,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
cardiovascular injury,429,Ill-defined descriptions and complications of heart disease,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
cardiovascular infection,429,Ill-defined descriptions and complications of heart disease,Other Forms Of Heart Disease,Diseases Of The Circulatory System,
brain hemorrhage,431,Intracerebral hemorrhage,Cerebrovascular Disease,Diseases Of The Circulatory System,
cerebral hemorrhage,431,Intracerebral hemorrhage,Cerebrovascular Disease,Diseases Of The Circulatory System,
hemorrhagic stroke,431,Intracerebral hemorrhage,Cerebrovascular Disease,Diseases Of The Circulatory System,
intracranial hemorrhage,432,Other and unspecified intracranial hemorrhage,Cerebrovascular Disease,Diseases Of The Circulatory System,
carotid stenosis,433,Occlusion and stenosis of precerebral arteries,Cerebrovascular Disease,Diseases Of The Circulatory System,
cerebral infarction,434,Occlusion of cerebral arteries,Cerebrovascular Disease,Diseases Of The Circulatory System,
brain infarction,434,Occlusion of cerebral arteries,Cerebrovascular Disease,Diseases Of The Circulatory System,
ischemic stroke,434,Occlusion of cerebral arteries,Cerebrovascular Disease,Diseases Of The Circulatory System,
stroke,434,Occlusion of cerebral arteries,Cerebrovascular Disease,Diseases Of The Circulatory System,
brain stem infarction,434,Occlusion of cerebral arteries,Cerebrovascular Disease,Diseases Of The Circulatory System,
ischemia,435,Transient cerebral ischemia,Cerebrovascular Disease,Diseases Of The Circulatory System,
brain ischemia,435,Transient cerebral ischemia,Cerebrovascular Disease,Diseases Of The Circulatory System,
intracranial vasospasm,435,Transient cerebral ischemia,Cerebrovascular Disease,Diseases Of The Circulatory System,
cerebrovascular ischemia,435,Transient cerebral ischemia,Cerebrovascular Disease,Diseases Of The Circulatory System,
transient ischemic attack,435,Transient cerebral ischemia,Cerebrovascular Disease,Diseases Of The Circulatory System,
cerebrovascular disease,436,"Acute, but ill-defined, cerebrovascular disease",Cerebrovascular Disease,Diseases Of The Circulatory System,
moyamoya disease,437,Other and ill-defined cerebrovascular disease,Cerebrovascular Disease,Diseases Of The Circulatory System,
intracranial aneurysm,437,Other and ill-defined cerebrovascular disease,Cerebrovascular Disease,Diseases Of The Circulatory System,
cerebral arteriosclerosis,437,Other and ill-defined cerebrovascular disease,Cerebrovascular Disease,Diseases Of The Circulatory System,
brain hypoxia,437,Other and ill-defined cerebrovascular disease,Cerebrovascular Disease,Diseases Of The Circulatory System,
arteriosclerosis,440,Atherosclerosis,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
atherosclerosis,440,Atherosclerosis,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
restenosis,440,Atherosclerosis,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
renal artery obstruction,440,Atherosclerosis,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
aortic aneurysm,441,Aortic aneurysm and dissection,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
abdominal aortic aneurysm,441,Aortic aneurysm and dissection,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
thoracic aortic aneurysm,441,Aortic aneurysm and dissection,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
aneurysm,442,Other aneurysm,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
diabetic microangiopathy,443,Other peripheral vascular disease,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
vasospasm,443,Other peripheral vascular disease,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
peripheral vascular disease,443,Other peripheral vascular disease,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
raynauds disease,443,Other peripheral vascular disease,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
artery disease,443,Other peripheral vascular disease,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
vascular disease,443,Other peripheral vascular disease,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
peripheral arterial occlusive disease,443,Other peripheral vascular disease,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
erythromelalgia,443,Other peripheral vascular disease,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
thromboangiitis obliterans,443,Other peripheral vascular disease,"Diseases Of Arteries, Arterioles, And Capillaries",Diseases Of The Circulatory System,
