DrugID|Name|Code
49259|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
49240|ANALGESICS|N2
49222|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
49222|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
49219|ANTIVIRALS FOR SYSTEMIC USE|J5
49219|Nucleoside and nucleotide reverse transcriptase inhibitors|J5C1
49217|ANTIVIRALS FOR SYSTEMIC USE|J5
49204|PLATELET AGGREGATION INHIBITORS|B1C
49201|ANALGESICS|N2
49200|SYSTEMIC ANTIBACTERIALS|J1
49198|IMMUNOSTIMULATING AGENTS|L3
49179|NOOTROPICS|N6D
49178|CARDIOVASCULAR SYSTEM|C
49162|SYSTEMIC ANTIBACTERIALS|J1
49138|DRUGS USED IN DIABETES|A10
49138|HUMAN INSULINS AND ANALOGUES|A10C
49138|Human insulins and analogues, intermediate-acting|A10C2
49118|Urinary incontinence products|G4B4
49098|ANALGESICS|N2
49097|PLATELET AGGREGATION INHIBITORS|B1C
49077|Biguanide antidiabetics|A10B2
49060|Biguanide antidiabetics|A10B2
49059|TRANQUILLISERS|N5C
49057|IMMUNOSUPPRESSIVE AGENTS|L4
49041|ANTIVIRALS FOR SYSTEMIC USE|J5
49040|ANTIVIRALS FOR SYSTEMIC USE|J5
49025|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
49023|MRI AGENTS|T1E
49020|ANTIVIRALS FOR SYSTEMIC USE|J5
49019|MRI AGENTS|T1E
49017|SYSTEMIC ANTIBACTERIALS|J1
49002|ANTIVIRALS FOR SYSTEMIC USE|J5
49001|ANTIHYPERTENSIVES|C2
48999|CARDIOVASCULAR SYSTEM|C
48998|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
48998|SSRI antidepressants|N6A4
48983|Interferons, beta|L3B2
48979|SYSTEMIC ANTIBACTERIALS|J1
48977|PARASITOLOGY|P
48977|ANTI-MALARIALS|P1D
48964|ANALGESICS|N2
48963|ANTI-EPILEPTICS|N3
48963|TRANQUILLISERS|N5C
48962|BETA-BLOCKING AGENTS|C7
48959|MRI AGENTS|T1E
48958|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
48957|ANALGESICS|N2
48950|RESPIRATORY SYSTEM|R
48945|ANAESTHETICS, LOCAL|N1B
48943|DIAGNOSTIC AGENTS|T
48940|SYSTEMIC ANTIBACTERIALS|J1
48940|OPHTHALMOLOGICAL CORTICOSTEROIDS|S1B
48940|OPHTHALMOLOGICAL ANTI-INFLAMMATORY/ANTI-INFECTIVE COMBINATIONS|S1C
48938|B2-STIMULANTS|R3A
48937|SYSTEMIC ANTIBACTERIALS|J1
48937|CEPHALOSPORINS|J1D
48920|ANTI-ARRHYTHMICS|C1B
48918|ANALGESICS|N2
48917|ANALGESICS|N2
48909|ANTIHYPERTENSIVES|C2
48906|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
48902|ANTIEMETICS AND ANTINAUSEANTS|A4
48902|TRANQUILLISERS|N5C
48902|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
48902|ANTITUSSIVES|R5D
48901|IMMUNOSTIMULATING AGENTS|L3
48899|SYSTEMIC ANTIBACTERIALS|J1
48899|MACROLIDES AND SIMILAR TYPES|J1F
48897|ULTRASOUND AGENTS|T1F
48881|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
48880|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
48877|DERMATOLOGICALS|D
48857|ANTIVIRALS FOR SYSTEMIC USE|J5
48857|IMMUNOSTIMULATING AGENTS|L3
48838|ANTI-EPILEPTICS|N3A
48817|IMMUNOSUPPRESSIVE AGENTS|L4
48802|WOUND HEALING AGENTS|D3
48798|NOOTROPICS|N6D
48797|DIRECT THROMBIN INHIBITORS|B1E
48779|ANTIVIRALS FOR SYSTEMIC USE|J5
48758|ANTIVIRALS FOR SYSTEMIC USE|J5
48739|NOOTROPICS|N6D
48738|ANTIHYPERTENSIVES|C2
48719|ANALGESICS|N2
48717|ANTIVIRALS FOR SYSTEMIC USE|J5
48698|ANALGESICS|N2
48680|ANTIHYPERTENSIVES|C2
48680|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
48680|Statins (HMG-CoA reductase inhibitors)|C10A1
48679|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
48678|DRUGS USED IN DIABETES|A10
48677|OPHTHALMOLOGICALS|S1
48668|Ocular antineovascularisation products|S1P
48667|SYSTEMIC ANTIBACTERIALS|J1
48665|CARDIOVASCULAR SYSTEM|C
48665|CENTRAL NERVOUS SYSTEM|N
48665|TRANQUILLISERS|N5C
48662|CARDIOVASCULAR SYSTEM|C
48662|ANTIPSYCHOTICS|N5A
48661|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
48660|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
48660|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
48660|ANTI-EPILEPTICS|N3A
48660|NOOTROPICS|N6D
48659|DRUGS USED IN DIABETES|A10
48658|IMMUNOSUPPRESSIVE AGENTS|L4
48657|CARDIOVASCULAR SYSTEM|C
48657|Erectile dysfunction products|G4B3
48657|ANTIVIRALS FOR SYSTEMIC USE|J5
48657|RESPIRATORY SYSTEM|R
48657|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
48648|DRUGS USED IN DIABETES|A10
48647|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
48646|Vitamin A|A11C1
48646|CARDIOVASCULAR SYSTEM|C
48646|RESPIRATORY SYSTEM|R
48645|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
48644|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
48643|ANTIPSYCHOTICS|N5A
48643|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
48642|TRANQUILLISERS|N5C
48642|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
48641|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
48629|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
48629|SSRI antidepressants|N6A4
48625|HYPNOTICS/SEDATIVES|N5B
48622|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
48621|Erectile dysfunction products|G4B3
48618|Non-nucleoside reverse transcriptase inhibitors|J5C3
48601|ANTI-EPILEPTICS|N3A
48599|RESPIRATORY SYSTEM|R
48598|NOOTROPICS|N6D
48558|Topical dermatological antifungals|D1A1
48558|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
48557|TRANQUILLISERS|N5C
48557|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
48557|SSRI antidepressants|N6A4
48547|BPH (benign prostatic hypertrophy) products |G4C
48547|Antigonadotrophin-releasing hormones|H1C3
48545|Antigonadotrophin-releasing hormones|H1C3
48540|HYPNOTICS/SEDATIVES|N5B
48539|OPHTHALMOLOGICALS|S1
48537|IMMUNOSUPPRESSIVE AGENTS|L4
48537|OPHTHALMOLOGICALS|S1
48519|SYSTEMIC ANTIBACTERIALS|J1
48518|ANTIHYPERTENSIVES|C2
48518|BETA-BLOCKING AGENTS|C7
48518|Miotics and antiglaucoma preparations, topical|S1E2
48517|B2-STIMULANTS|R3A
48503|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
48500|ANTI-EPILEPTICS|N3A
48500|SSRI antidepressants|N6A4
48500|SRNI antidepressants|N6A5
48498|SYSTEMIC ANTIBACTERIALS|J1
48497|ANALGESICS|N2
48497|SSRI antidepressants|N6A4
48497|SRNI antidepressants|N6A5
48479|ANALGESICS|N2
48479|SSRI antidepressants|N6A4
48479|SRNI antidepressants|N6A5
48478|ANTI-EPILEPTICS|N3
48478|ANTIPSYCHOTICS|N5A
48477|ANTIHYPERTENSIVES|C2
48460|ANTIVIRALS FOR SYSTEMIC USE|J5
48459|ANTIVIRALS FOR SYSTEMIC USE|J5
48458|ANTIVIRALS FOR SYSTEMIC USE|J5
48457|ANTIVIRALS FOR SYSTEMIC USE|J5
48440|ANTIVIRALS FOR SYSTEMIC USE|J5
48439|ANTIVIRALS FOR SYSTEMIC USE|J5
48438|ANTIVIRALS FOR SYSTEMIC USE|J5
48417|ANTI-EPILEPTICS|N3A
48399|Carbapenems|J1P2
48398|Carbapenems|J1P2
48397|Carbapenems|J1P2
48383|BETA-BLOCKING AGENTS|C7
48381|ANTI-GOUT PREPARATIONS|M4
48381|TRANQUILLISERS|N5C
48380|ANTI-GOUT PREPARATIONS|M4
48380|TRANQUILLISERS|N5C
48379|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
48378|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
48377|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
48362|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
48361|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
48360|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
48359|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
48358|ANTIVIRALS FOR SYSTEMIC USE|J5
48357|ANTIVIRALS FOR SYSTEMIC USE|J5
48344|ANTIVIRALS FOR SYSTEMIC USE|J5
48342|ANTIVIRALS FOR SYSTEMIC USE|J5
48341|ANTIVIRALS FOR SYSTEMIC USE|J5
48340|ANTIVIRALS FOR SYSTEMIC USE|J5
48337|Protease inhibitors|J5C2
48240|Urinary incontinence products|G4B4
48237|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
48230|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
48229|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
48228|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
48221|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
48220|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
48219|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
48218|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
48217|ANALGESICS|N2
48217|SSRI antidepressants|N6A4
48217|SRNI antidepressants|N6A5
48181|ANALGESICS|N2
48181|SSRI antidepressants|N6A4
48181|SRNI antidepressants|N6A5
48160|ANTI-ACNE PREPARATIONS|D10
48160|SYSTEMIC ANTIBACTERIALS|J1
48159|ANTI-ACNE PREPARATIONS|D10
48159|SYSTEMIC ANTIBACTERIALS|J1
48158|ANTI-ACNE PREPARATIONS|D10
48158|SYSTEMIC ANTIBACTERIALS|J1
48157|SYSTEMIC ANTIBACTERIALS|J1
48141|ANTI-ARRHYTHMICS|C1B
48140|ANTI-ARRHYTHMICS|C1B
48139|ANTI-ARRHYTHMICS|C1B
48099|IMMUNOSTIMULATING AGENTS|L3
48080|Factor VIII|B2D1
48079|Factor VIII|B2D1
48058|ANTIVIRALS FOR SYSTEMIC USE|J5
48057|ANTIVIRALS FOR SYSTEMIC USE|J5
48037|ANTIVIRALS FOR SYSTEMIC USE|J5
48018|ANTIVIRALS FOR SYSTEMIC USE|J5
47979|DIRECT THROMBIN INHIBITORS|B1E
47978|DIRECT THROMBIN INHIBITORS|B1E
47939|CARDIOVASCULAR SYSTEM|C
47938|CARDIOVASCULAR SYSTEM|C
47937|CARDIOVASCULAR SYSTEM|C
47924|ANTIMETABOLITES|L1B
47923|ANTIMETABOLITES|L1B
47922|DPP-IV inhibitor antidiabetics|A10B6
47921|B2-STIMULANTS|R3A
47920|TRANQUILLISERS|N5C
47920|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
47919|ANTIPSYCHOTICS|N5A
47918|ANTIPSYCHOTICS|N5A
47918|NOOTROPICS|N6D
47917|ANTIPSYCHOTICS|N5A
47917|NOOTROPICS|N6D
47909|ANTIPSYCHOTICS|N5A
47909|NOOTROPICS|N6D
47908|ANTIPSYCHOTICS|N5A
47908|NOOTROPICS|N6D
47907|DPP-IV inhibitor antidiabetics|A10B6
47906|DPP-IV inhibitor antidiabetics|A10B6
47905|ANTIHYPERTENSIVES|C2
47905|ACE INHIBITORS, PLAIN|C9A
47903|ANTIHYPERTENSIVES|C2
47903|ACE INHIBITORS, PLAIN|C9A
47901|IMMUNOSUPPRESSIVE AGENTS|L4
47877|ANTIHYPERTENSIVES|C2
47877|DIURETICS|C3
47877|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
47860|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
47840|CARDIOVASCULAR SYSTEM|C
47803|ANTIVIRALS FOR SYSTEMIC USE|J5
47801|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
47800|OPHTHALMOLOGICALS|S1
47800|Ocular antineovascularisation products|S1P
47799|IMMUNOSTIMULATING AGENTS|L3
47798|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
47797|DERMATOLOGICALS|D
47797|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
47797|ANTI-ACNE PREPARATIONS|D10
47797|SYSTEMIC ANTIBACTERIALS|J1
47782|ANAESTHETICS|N1
47782|HYPNOTICS/SEDATIVES|N5B
47782|TRANQUILLISERS|N5C
47780|ANAESTHETICS|N1
47780|HYPNOTICS/SEDATIVES|N5B
47780|TRANQUILLISERS|N5C
47778|PLATELET AGGREGATION INHIBITORS|B1C
47778|OPHTHALMOLOGICALS|S1
47777|PLATELET AGGREGATION INHIBITORS|B1C
47777|CARDIOVASCULAR SYSTEM|C
47761|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
47759|ANALGESICS|N2
47759|ANTI-MIGRAINE PREPARATIONS|N2C
47758|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
47757|Ocular antineovascularisation products|S1P
47734|ANTI-ACNE PREPARATIONS|D10
47733|ANTI-GOUT PREPARATIONS|M4
47732|RESPIRATORY SYSTEM|R
47723|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
47721|CARDIOVASCULAR SYSTEM|C
47721|ANALGESICS|N2
47719|ANTIHYPERTENSIVES|C2
47717|ANTIVIRALS FOR SYSTEMIC USE|J5
47704|DIRECT THROMBIN INHIBITORS|B1E
47703|DIRECT THROMBIN INHIBITORS|B1E
47702|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
47699|ANALGESICS|N2
47698|ANALGESICS|N2
47678|ANTIHYPERTENSIVES|C2
47677|ANTIVIRALS FOR SYSTEMIC USE|J5
47662|ANTI-EPILEPTICS|N3A
47644|PLATELET AGGREGATION INHIBITORS|B1C
47643|CARDIOVASCULAR SYSTEM|C
47643|ANTIHYPERTENSIVES|C2
47642|MUSCLE RELAXANTS|M3
47638|ANALGESICS|N2
47618|ANALGESICS|N2
47605|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
47605|SSRI antidepressants|N6A4
47604|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
47603|TRANQUILLISERS|N5C
47602|PROGESTOGENS, EXCLUDING G3A, G3F|G3D
47601|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
47601|SSRI antidepressants|N6A4
47598|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
47598|SSRI antidepressants|N6A4
47585|ANALGESICS|N2
47583|ANALGESICS|N2
47581|ANALGESICS|N2
47581|SSRI antidepressants|N6A4
47581|SRNI antidepressants|N6A5
47579|ANALGESICS|N2
47577|NOOTROPICS|N6D
47562|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
47560|DRUGS USED IN DIABETES|A10
47560|RADIODIAGNOSTIC AGENTS|T1G
47557|ANTI-ARRHYTHMICS|C1B
47552|NOOTROPICS|N6D
47550|VACCINES|J7
47547|HUMAN INSULINS AND ANALOGUES|A10C
47547|Human insulins and analogues, long-acting|A10C5
47546|NOOTROPICS|N6D
47541|ANTI-EPILEPTICS|N3A
47541|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
47538|PLATELET AGGREGATION INHIBITORS|B1C
47538|CARDIOVASCULAR SYSTEM|C
47538|ANTIHYPERTENSIVES|C2
47538|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
47538|Statins (HMG-CoA reductase inhibitors)|C10A1
47521|ANTI-EPILEPTICS|N3A
47518|ANTIVIRALS FOR SYSTEMIC USE|J5
47513|HUMAN INSULINS AND ANALOGUES|A10C
47513|Human insulins and analogues, intermediate-acting|A10C2
47508|OPHTHALMOLOGICALS|S1
47505|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
47504|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
47504|DRUGS USED IN DIABETES|A10
47504|CARDIOVASCULAR SYSTEM|C
47503|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
47503|Statins (HMG-CoA reductase inhibitors)|C10A1
47501|ANTIHYPERTENSIVES|C2
47500|ANALGESICS|N2
47499|HUMAN INSULINS AND ANALOGUES|A10C
47499|Human insulins and analogues, intermediate-acting|A10C2
47497|ANALGESICS|N2
47497|ANTI-EPILEPTICS|N3
47486|ANTIHYPERTENSIVES|C2
47485|ANTIHYPERTENSIVES|C2
47485|BETA-BLOCKING AGENTS|C7
47484|ANTI-EPILEPTICS|N3A
47484|MIOTICS AND ANTIGLAUCOMA PREPARATIONS|S1E
47483|ANALGESICS|N2
47483|ANTI-MIGRAINE PREPARATIONS|N2C
47480|DRUGS USED IN DIABETES|A10
47480|DPP-IV inhibitor antidiabetics|A10B6
47478|BPH (benign prostatic hypertrophy) products |G4C
47457|ANTIEMETICS AND ANTINAUSEANTS|A4
47440|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
47438|DERMATOLOGICALS|D
47438|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
47438|ANTI-ACNE PREPARATIONS|D10
47437|DRUGS USED IN DIABETES|A10
47437|HUMAN INSULINS AND ANALOGUES|A10C
47437|Human insulins and analogues, intermediate-acting|A10C2
47424|ANTIVIRALS FOR SYSTEMIC USE|J5
47423|ANTIDIURETIC HORMONES|H4D
47422|DRUGS USED IN DIABETES|A10
47419|ANDROGENS, EXCLUDING G3E, G3F|G3B
47418|ANDROGENS, EXCLUDING G3E, G3F|G3B
47418|NOOTROPICS|N6D
47417|ANDROGENS, EXCLUDING G3E, G3F|G3B
47397|ANTI-EPILEPTICS|N3A
47382|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
47381|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
47381|IMMUNOSUPPRESSIVE AGENTS|L4
47380|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
47379|Urinary incontinence products|G4B4
47378|DERMATOLOGICALS|D
47378|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
47362|Protease inhibitors|J5C2
47360|ANALGESICS|N2
47358|SYSTEMIC ANTIBACTERIALS|J1
47357|ANTI-EPILEPTICS|N3A
47357|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
47341|CARDIOVASCULAR SYSTEM|C
47340|NOOTROPICS|N6D
47340|Anti-Alzheimer products, cholinesterase inhibitors|N7D1
47339|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
47338|ANALGESICS|N2
47337|ANTIVIRALS FOR SYSTEMIC USE|J5
47304|IMMUNOSTIMULATING AGENTS|L3
47303|DERMATOLOGICALS|D
47303|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
47303|ANTI-ACNE PREPARATIONS|D10
47302|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
47302|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
47300|Systemic dermatological antifungals|D1A2
47299|SYSTEMIC ANTIBACTERIALS|J1
47298|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
47297|SYSTEMIC ANTIBACTERIALS|J1
47277|WOUND HEALING AGENTS|D3
47266|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
47261|ANTIVIRALS FOR SYSTEMIC USE|J5
47258|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
47257|ANTIHYPERTENSIVES|C2
47246|ANTIDIARRHOEALS, ORAL ELECTROLYTE REPLACERS AND INTESTINAL ANTI-INFLAMMATORIES|A7
47244|ANTIVIRALS FOR SYSTEMIC USE|J5
47241|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
47241|HYPOLIPIDAEMICS/ANTI-ATHEROMA PREPARATIONS|C10
47241|CHOLESTEROL AND TRIGLYCERIDE REDUCTION PREPARATIONS|C10A
47241|THYROID THERAPY|H3
47240|ANALGESICS|N2
47240|ANTI-MIGRAINE PREPARATIONS|N2C
47238|ANTIPSYCHOTICS|N5A
47234|ANALGESICS|N2
47232|ANTIEMETICS AND ANTINAUSEANTS|A4
47232|SSRI antidepressants|N6A4
47232|SRNI antidepressants|N6A5
47231|SYSTEMIC ANTIBACTERIALS|J1
47230|SYSTEMIC ANTIBACTERIALS|J1
47228|PARASITOLOGY|P
47227|DIRECT THROMBIN INHIBITORS|B1E
47222|CARDIAC THERAPY|C1
47221|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
47220|Topical dermatological antifungals|D1A1
47220|SYSTEMIC ANTIBACTERIALS|J1
47220|SYSTEMIC AGENTS FOR FUNGAL INFECTIONS|J2
47218|Urinary incontinence products|G4B4
47206|HYPNOTICS/SEDATIVES|N5B
47204|ANALGESICS|N2
47204|ANTI-MIGRAINE PREPARATIONS|N2C
47203|Erectile dysfunction products|G4B3
47202|ANTI-MIGRAINE PREPARATIONS|N2C
47200|ANTIPSYCHOTICS|N5A
47178|ANTIHYPERTENSIVES|C2
47177|ANTIHYPERTENSIVES|C2
47177|CALCIUM ANTAGONISTS|C8
47167|ANALGESICS|N2
47166|DRUGS USED IN DIABETES|A10
47163|ALKYLATING AGENTS|L1A
47162|ANTIVIRALS FOR SYSTEMIC USE|J5
47161|NOOTROPICS|N6D
47159|HEPARINS |B1B
47159|RESPIRATORY SYSTEM|R
47158|ANTI-EPILEPTICS|N3
47142|ANTIVIRALS FOR SYSTEMIC USE|J5
47140|SYSTEMIC ANTIBACTERIALS|J1
47139|PARASITOLOGY|P
47137|IMMUNOSUPPRESSIVE AGENTS|L4
47124|ANTIPSYCHOTICS|N5A
47123|SYSTEMIC ANTIBACTERIALS|J1
47123|PARASITOLOGY|P
47123|ANTI-MALARIALS|P1D
47119|ANTIHYPERTENSIVES|C2
47119|BETA-BLOCKING AGENTS|C7
47099|ANALGESICS|N2
47097|Urinary incontinence products|G4B4
47078|SYSTEMIC ANTIBACTERIALS|J1
47077|ANTIHYPERTENSIVES|C2
47077|CALCIUM ANTAGONISTS|C8
47063|Coxibs|M1A3
47063|ANALGESICS|N2
47062|SYSTEMIC ANTIHISTAMINES|R6
47059|PLATELET AGGREGATION INHIBITORS|B1C
47059|Coxibs|M1A3
47059|ANALGESICS|N2
47037|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
47020|NOOTROPICS|N6D
47019|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
47018|ANTIVIRALS FOR SYSTEMIC USE|J5
47017|ANTI-ACNE PREPARATIONS|D10
47017|SYSTEMIC ANTIBACTERIALS|J1
47000|ALKYLATING AGENTS|L1A
46999|ANTI-ACNE PREPARATIONS|D10
46999|SYSTEMIC ANTIBACTERIALS|J1
46958|IMMUNOSTIMULATING AGENTS|L3
46942|ANTIHYPERTENSIVES|C2
46942|ACE INHIBITORS, PLAIN|C9A
46941|ANTIHYPERTENSIVES|C2
46941|ACE INHIBITORS, PLAIN|C9A
46939|ANTIHYPERTENSIVES|C2
46939|DIURETICS|C3
46939|ANGIOTENSIN-II ANTAGONISTS, PLAIN|C9C
46937|NOOTROPICS|N6D
46935|PROGESTOGENS, EXCLUDING G3A, G3F|G3D
46934|ANTIHYPERTENSIVES|C2
46931|CEPHALOSPORINS|J1D
46930|B2-STIMULANTS|R3A
46928|ANTIHYPERTENSIVES|C2
46927|ANTI-ACNE PREPARATIONS|D10
46927|SYSTEMIC ANTIBACTERIALS|J1
46927|PARASITOLOGY|P
46927|ANTI-MALARIALS|P1D
46926|PROGESTOGENS, EXCLUDING G3A, G3F|G3D
46925|WHOLE BLOOD AND PLASMA SUBSTITUTE SOLUTIONS|K3
46924|IMMUNOSTIMULATING AGENTS|L3
46922|SYSTEMIC ANTIBACTERIALS|J1
46921|PROGESTOGENS, EXCLUDING G3A, G3F|G3D
46917|NOOTROPICS|N6D
46900|NOOTROPICS|N6D
46898|ANALGESICS|N2
46897|ANTIVIRALS FOR SYSTEMIC USE|J5
46896|HYPNOTICS/SEDATIVES|N5B
46895|ANTI-EPILEPTICS|N3A
46894|Coxibs|M1A3
46890|Sulphonylurea antidiabetics|A10B1
46884|SYSTEMIC ANTIBACTERIALS|J1
46884|ANTIVIRALS FOR SYSTEMIC USE|J5
46883|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
46882|ANTIOBESITY PREPARATIONS, EXCLUDING DIETETICS|A8
46880|DRUGS USED IN DIABETES|A10
46879|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
46867|SYSTEMIC ANTIBACTERIALS|J1
46866|SYSTEMIC ANTIBACTERIALS|J1
46864|SYSTEMIC ANTIBACTERIALS|J1
46863|ANALGESICS|N2
46863|ANTI-EPILEPTICS|N3
46862|SYSTEMIC ANTIBACTERIALS|J1
46862|Carbapenems|J1P2
46860|SYSTEMIC ANTIBACTERIALS|J1
46859|SYSTEMIC ANTIBACTERIALS|J1
46858|B2-STIMULANTS|R3A
46857|ANTI-EPILEPTICS|N3
46857|ANTI-EPILEPTICS|N3A
46857|TRANQUILLISERS|N5C
46857|ANTI-DEPRESSANTS AND MOOD STABILISERS|N6A
46857|OPHTHALMOLOGICALS|S1
46849|SYSTEMIC ANTIBACTERIALS|J1
46848|SYSTEMIC ANTIBACTERIALS|J1
46844|SYSTEMIC ANTIBACTERIALS|J1
46843|SYSTEMIC ANTIBACTERIALS|J1
46842|SYSTEMIC ANTIBACTERIALS|J1
46841|SYSTEMIC ANTIBACTERIALS|J1
46841|PARASITOLOGY|P
46841|ANTI-MALARIALS|P1D
46840|SYSTEMIC ANTIBACTERIALS|J1
46839|B2-STIMULANTS|R3A
46838|SYSTEMIC ANTIBACTERIALS|J1
46837|SYSTEMIC ANTIBACTERIALS|J1
46818|ANTIMETABOLITES|L1B
46805|DIRECT THROMBIN INHIBITORS|B1E
46802|RESPIRATORY SYSTEM|R
46801|DIRECT THROMBIN INHIBITORS|B1E
46800|ANTIVIRALS FOR SYSTEMIC USE|J5
46798|DIRECT THROMBIN INHIBITORS|B1E
46797|Erectile dysfunction products|G4B3
46782|SYSTEMIC ANTIPSORIASIS PRODUCTS|D5B
46781|ANALGESICS|N2
46781|ANTI-MIGRAINE PREPARATIONS|N2C
46780|PARASITOLOGY|P
46762|TOPICAL ANTIPSORIASIS PRODUCTS|D5A
46761|Protease inhibitors|J5C2
46759|SYSTEMIC ANTIBACTERIALS|J1
46758|ANALGESICS|N2
46738|Erectile dysfunction products|G4B3
46737|ANALGESICS|N2
46721|RESPIRATORY SYSTEM|R
46701|ANALGESICS|N2
46687|DPP-IV inhibitor antidiabetics|A10B6
46686|DPP-IV inhibitor antidiabetics|A10B6
46685|ANTIHYPERTENSIVES|C2
46681|ANTIFIBRINOLYTICS|B2A
46658|SYSTEMIC ANTIBACTERIALS|J1
